id,country,city,age,income
7755,USA,Los Angeles,72,50169.73
7756,France,Marseille,23,57603.63
7757,Germany,Frankfurt,18,35242.97
7758,France,Paris,73,35091.29
7759,Canada,Montreal,50,70877.23
7760,India,Bangalore,57,56369.36
7761,India,Bangalore,28,33876.42
7762,India,Bangalore,67,20331.54
7763,India,Delhi,41,28887.07
7764,India,Delhi,27,34152.35
7765,India,Mumbai,61,30952.17
7766,USA,Chicago,69,49494.67
7767,Germany,Frankfurt,40,60072.67
7768,India,Bangalore,33,48647.81
7769,Germany,Berlin,54,43174.18
7770,Brazil,Rio de Janeiro,33,55151.74
7771,India,Bangalore,73,44923.81
7772,France,Lyon,61,24291.57
7773,India,Mumbai,48,53041.22
7774,Canada,Vancouver,23,55888.1
7775,USA,Chicago,47,68052.54
7776,France,Lyon,54,63821.09
7777,France,Lyon,18,41604.42
7778,Canada,Toronto,68,46745.31
7779,India,Mumbai,59,50528.4
7780,USA,New York,42,53204.01
7781,France,Paris,63,72414.76
7782,USA,Los Angeles,74,49006.39
7783,France,Lyon,38,42192.68
7784,India,Mumbai,52,68628.43
7785,Brazil,Sao Paulo,55,68263.66
7786,France,Marseille,22,63500.04
7787,Brazil,Brasilia,66,25948.26
7788,France,Paris,67,51211.81
7789,Germany,Munich,29,46487.43
7790,India,Mumbai,22,56547.45
7791,Canada,Vancouver,79,36936.14
7792,Brazil,Rio de Janeiro,26,62299.57
7793,Canada,Montreal,61,55364.53
7794,India,Mumbai,69,63129.34
7795,Canada,Toronto,26,38780.75
7796,India,Delhi,52,53976.16
7797,Canada,Toronto,18,61827.97
7798,Brazil,Brasilia,71,11759.27
7799,Germany,Frankfurt,64,60003.06
7800,Canada,Toronto,27,44592.11
7801,Brazil,Sao Paulo,63,49645.06
7802,France,Marseille,56,68788.26
7803,India,Mumbai,53,66373.42
7804,USA,Los Angeles,75,41313.87
7805,USA,New York,54,24683.62
7806,India,Delhi,69,48850.37
7807,Germany,Berlin,65,65938.05
7808,Canada,Toronto,52,69716.53
7809,Germany,Frankfurt,34,18612.15
7810,USA,Los Angeles,30,58962.67
7811,Brazil,Brasilia,23,56929.21
7812,India,Mumbai,75,61580.13
7813,India,Bangalore,54,50196.22
7814,Germany,Berlin,65,23451.85
7815,Brazil,Sao Paulo,49,43128.04
7816,Germany,Berlin,28,36204.66
7817,Canada,Vancouver,34,34491.3
7818,France,Lyon,22,61757.0
7819,Brazil,Rio de Janeiro,23,47440.67
7820,France,Marseille,27,55905.86
7821,Canada,Toronto,70,65843.1
7822,France,Marseille,50,24121.83
7823,USA,Chicago,47,74050.08
7824,France,Paris,38,76798.08
7825,Canada,Montreal,59,23362.23
7826,France,Paris,34,60389.8
7827,India,Mumbai,44,79841.19
7828,Germany,Berlin,20,29051.65
7829,USA,New York,77,32409.56
7830,India,Bangalore,46,62203.61
7831,India,Bangalore,19,56878.09
7832,Canada,Montreal,46,53273.9
7833,Germany,Munich,66,46245.92
7834,Germany,Frankfurt,53,52328.9
7835,Brazil,Brasilia,51,12266.79
7836,USA,Los Angeles,54,32004.39
7837,Canada,Toronto,59,48319.55
7838,USA,New York,18,18346.51
7839,Brazil,Sao Paulo,77,47894.02
7840,France,Lyon,43,49742.56
7841,India,Bangalore,18,38940.94
7842,USA,Chicago,76,39820.86
7843,India,Bangalore,75,34314.53
7844,Canada,Montreal,21,42736.96
7845,France,Lyon,56,55400.79
7846,Canada,Montreal,31,56439.85
7847,France,Paris,63,65368.4
7848,France,Lyon,35,47644.64
7849,India,Delhi,51,56857.24
7850,Canada,Toronto,18,28230.66
7851,Canada,Toronto,70,53119.37
7852,USA,Chicago,39,46659.12
7853,Canada,Toronto,33,57490.93
7854,USA,Los Angeles,78,45767.11
7855,Germany,Munich,39,44356.97
7856,Germany,Munich,67,37651.4
7857,Germany,Frankfurt,33,65113.36
7858,Brazil,Brasilia,45,40801.86
7859,Canada,Toronto,45,77966.74
7860,Brazil,Brasilia,72,30328.61
7861,Canada,Montreal,39,67568.42
7862,USA,Los Angeles,73,17354.51
7863,Brazil,Rio de Janeiro,23,47461.02
7864,Brazil,Sao Paulo,42,41180.82
7865,Brazil,Rio de Janeiro,59,56592.06
7866,France,Marseille,19,62251.57
7867,USA,New York,24,79013.15
7868,Germany,Berlin,70,42019.22
7869,USA,Los Angeles,34,38953.76
7870,France,Lyon,52,63233.14
7871,Canada,Vancouver,37,47961.11
7872,USA,New York,61,40472.11
7873,Brazil,Rio de Janeiro,19,43318.1
7874,Germany,Frankfurt,24,39341.57
7875,Germany,Berlin,49,24962.5
7876,Canada,Vancouver,66,73445.27
7877,USA,Chicago,36,57325.7
7878,France,Marseille,29,25839.83
7879,Canada,Vancouver,26,72495.32
7880,USA,Chicago,44,52656.7
7881,India,Mumbai,31,46824.6
7882,Germany,Berlin,19,57945.26
7883,France,Marseille,38,43469.21
7884,Brazil,Sao Paulo,21,30266.42
7885,France,Lyon,77,41914.88
7886,Brazil,Brasilia,68,48902.51
7887,France,Paris,38,36502.48
7888,Germany,Munich,65,57629.55
7889,Brazil,Rio de Janeiro,39,69192.86
7890,USA,New York,66,44520.45
7891,Brazil,Brasilia,19,15668.11
7892,Canada,Vancouver,34,47507.76
7893,USA,Los Angeles,36,37247.5
7894,Canada,Vancouver,57,46786.3
7895,France,Lyon,41,46589.71
7896,USA,Chicago,37,37080.78
7897,France,Paris,55,29491.92
7898,India,Mumbai,29,50186.12
7899,France,Paris,42,38481.46
7900,France,Lyon,79,76156.52
7901,Canada,Montreal,40,53695.36
7902,Brazil,Sao Paulo,67,38995.5
7903,India,Bangalore,76,42889.18
7904,France,Paris,51,47727.75
7905,France,Lyon,49,51469.43
7906,India,Mumbai,68,59245.87
7907,India,Delhi,41,67174.08
7908,USA,Los Angeles,59,48934.58
7909,Canada,Toronto,42,56828.35
7910,India,Bangalore,78,56396.57
7911,India,Delhi,79,51481.53
7912,Germany,Frankfurt,20,46885.19
7913,Brazil,Sao Paulo,42,52122.5
7914,India,Delhi,45,40202.07
7915,Canada,Montreal,29,32984.79
7916,Brazil,Rio de Janeiro,43,71660.69
7917,Brazil,Sao Paulo,65,53234.36
7918,France,Lyon,61,54098.35
7919,France,Paris,25,46752.45
7920,France,Marseille,22,57472.97
7921,France,Lyon,28,47301.88
7922,Germany,Frankfurt,59,27242.66
7923,India,Mumbai,52,41981.05
7924,France,Paris,44,58964.07
7925,USA,Chicago,72,41096.13
7926,France,Marseille,58,22509.21
7927,India,Mumbai,61,45599.42
7928,France,Marseille,55,24039.8
7929,Germany,Berlin,36,45374.1
7930,Canada,Montreal,65,67780.79
7931,Canada,Toronto,70,30924.05
7932,India,Mumbai,72,59719.66
7933,Canada,Vancouver,73,75722.45
7934,Canada,Toronto,78,69095.19
7935,USA,New York,49,46585.67
7936,India,Delhi,63,36271.8
7937,India,Delhi,45,52623.28
7938,Canada,Montreal,53,52830.88
7939,Canada,Montreal,35,63824.5
7940,Canada,Toronto,27,50767.51
7941,Brazil,Brasilia,49,56040.4
7942,Germany,Frankfurt,35,36365.7
7943,France,Paris,29,61095.03
7944,Germany,Munich,68,30859.32
7945,India,Delhi,25,40587.23
7946,USA,New York,50,59012.81
7947,France,Paris,63,69364.21
7948,USA,New York,72,60257.76
7949,Brazil,Sao Paulo,55,49514.12
7950,India,Mumbai,31,49652.85
7951,Brazil,Sao Paulo,19,36382.24
7952,India,Bangalore,26,44458.61
7953,USA,Chicago,78,21262.89
7954,USA,Chicago,61,74884.53
7955,USA,Los Angeles,22,83243.16
7956,India,Mumbai,51,20857.85
7957,Canada,Toronto,36,28487.35
7958,USA,Chicago,24,70435.72
7959,Brazil,Rio de Janeiro,56,38229.13
7960,France,Marseille,59,70776.68
7961,India,Mumbai,34,61308.52
7962,Brazil,Sao Paulo,43,45186.7
7963,Germany,Frankfurt,63,64170.52
7964,Germany,Frankfurt,44,49450.63
7965,France,Paris,60,49189.37
7966,Canada,Montreal,45,57929.3
7967,USA,New York,37,61881.43
7968,India,Bangalore,23,65035.08
7969,Brazil,Rio de Janeiro,25,85326.02
7970,USA,New York,49,55469.46
7971,Brazil,Rio de Janeiro,36,69393.1
7972,India,Bangalore,49,68975.94
7973,Germany,Munich,79,60275.47
7974,USA,Chicago,36,42087.22
7975,France,Lyon,41,66453.78
7976,Canada,Vancouver,41,56687.62
7977,France,Lyon,73,30669.4
7978,Canada,Toronto,34,65205.22
7979,Brazil,Rio de Janeiro,73,25607.04
7980,USA,Chicago,73,59713.75
7981,USA,Chicago,35,41718.39
7982,Canada,Toronto,29,52448.95
7983,Germany,Berlin,58,29088.16
7984,India,Bangalore,40,39141.16
7985,France,Lyon,73,42147.87
7986,Brazil,Brasilia,65,47715.69
7987,France,Paris,35,41078.95
7988,France,Paris,33,55217.63
7989,Brazil,Brasilia,33,57154.57
7990,Brazil,Rio de Janeiro,53,43302.06
7991,USA,Los Angeles,40,50585.74
7992,France,Paris,39,57973.32
7993,India,Bangalore,56,16331.93
7994,India,Bangalore,50,56632.45
7995,Canada,Toronto,41,40374.23
7996,Brazil,Brasilia,78,10043.36
7997,USA,New York,72,44122.67
7998,India,Delhi,78,34883.13
7999,Germany,Munich,37,42961.07
8000,USA,Chicago,50,57005.83
8001,USA,Los Angeles,48,62757.36
8002,India,Delhi,57,69344.19
8003,Germany,Berlin,75,70260.63
8004,Canada,Toronto,72,34451.99
8005,India,Bangalore,25,68149.82
8006,Germany,Berlin,27,31650.13
8007,USA,Chicago,18,65870.43
8008,Germany,Frankfurt,38,58565.82
8009,USA,New York,42,52560.1
8010,India,Delhi,49,36705.93
8011,Brazil,Rio de Janeiro,70,67963.22
8012,India,Delhi,78,34885.59
8013,France,Lyon,63,49661.31
8014,France,Marseille,63,51019.17
8015,France,Lyon,27,24532.56
8016,India,Bangalore,77,52234.94
8017,Canada,Toronto,68,33569.36
8018,India,Mumbai,74,71612.46
8019,Brazil,Brasilia,78,90557.8
8020,Germany,Munich,65,38992.96
8021,India,Bangalore,26,44105.12
8022,India,Delhi,37,52495.47
8023,USA,Los Angeles,65,19091.34
8024,USA,Chicago,37,74651.66
8025,USA,Chicago,76,45219.42
8026,India,Delhi,57,44003.31
8027,Canada,Montreal,24,60345.19
8028,Germany,Munich,28,51274.57
8029,Germany,Frankfurt,38,52467.46
8030,Brazil,Sao Paulo,55,62653.52
8031,Canada,Vancouver,64,48124.35
8032,Canada,Toronto,36,33148.11
8033,Germany,Frankfurt,63,68360.08
8034,France,Paris,32,41217.58
8035,USA,Chicago,23,42038.79
8036,USA,Los Angeles,78,53461.2
8037,Germany,Frankfurt,73,30407.97
8038,Canada,Montreal,27,53588.99
8039,Brazil,Rio de Janeiro,63,64213.36
8040,France,Marseille,33,73698.55
8041,Germany,Munich,62,61102.22
8042,USA,Chicago,28,66095.34
8043,India,Delhi,74,40407.05
8044,Canada,Toronto,52,62380.54
8045,India,Bangalore,25,47133.26
8046,Brazil,Brasilia,45,67391.63
8047,Germany,Frankfurt,20,51538.33
8048,USA,Los Angeles,19,66163.5
8049,France,Marseille,70,52419.48
8050,India,Delhi,31,38488.94
8051,France,Marseille,69,50593.67
8052,Brazil,Sao Paulo,46,45038.74
8053,USA,Chicago,70,69458.35
8054,India,Mumbai,71,29658.66
8055,Brazil,Rio de Janeiro,64,24840.76
8056,France,Paris,20,54382.89
8057,France,Marseille,18,45150.11
8058,India,Bangalore,32,32814.69
8059,USA,Los Angeles,37,49472.49
8060,France,Marseille,39,53993.9
8061,Germany,Frankfurt,51,68428.1
8062,Brazil,Rio de Janeiro,67,22208.8
8063,India,Delhi,50,52781.78
8064,Canada,Toronto,26,74618.85
8065,Canada,Vancouver,20,73909.85
8066,USA,Chicago,19,51385.77
8067,Germany,Munich,21,41136.13
8068,France,Marseille,33,45957.41
8069,Canada,Toronto,71,35227.94
8070,USA,Los Angeles,50,43378.66
8071,Brazil,Brasilia,26,51174.24
8072,Germany,Munich,74,57058.7
8073,Germany,Munich,57,62801.02
8074,USA,Los Angeles,55,48341.06
8075,USA,Los Angeles,69,47231.78
8076,France,Paris,35,63146.52
8077,USA,Chicago,33,44853.29
8078,France,Lyon,25,60480.54
8079,France,Marseille,40,25221.81
8080,India,Mumbai,77,57006.22
8081,Germany,Frankfurt,79,81698.1
8082,Brazil,Brasilia,53,36102.63
8083,Germany,Berlin,20,71496.54
8084,Germany,Munich,32,60409.12
8085,India,Bangalore,55,63119.31
8086,France,Marseille,50,60043.49
8087,France,Lyon,35,40471.39
8088,USA,Los Angeles,40,30447.88
8089,India,Bangalore,60,57117.33
8090,USA,New York,20,48158.1
8091,India,Delhi,47,29118.43
8092,USA,Los Angeles,62,43191.29
8093,Canada,Toronto,34,34190.18
8094,Germany,Frankfurt,67,78767.4
8095,Germany,Munich,75,62627.05
8096,Brazil,Brasilia,75,35331.33
8097,France,Marseille,49,57522.04
8098,Brazil,Brasilia,63,32622.58
8099,Canada,Toronto,74,22730.26
8100,Brazil,Brasilia,24,39523.97
8101,Germany,Frankfurt,56,47740.35
8102,France,Lyon,31,55739.22
8103,Canada,Vancouver,75,63048.0
8104,Germany,Berlin,73,44631.63
8105,USA,New York,32,60105.77
8106,India,Delhi,61,26036.64
8107,Canada,Vancouver,29,71992.45
8108,France,Paris,25,26559.94
8109,Brazil,Brasilia,33,42592.05
8110,Brazil,Sao Paulo,58,39433.84
8111,Canada,Montreal,51,28441.22
8112,France,Lyon,63,54966.65
8113,Canada,Vancouver,41,75606.28
8114,France,Lyon,73,22790.86
8115,Brazil,Brasilia,46,15617.08
8116,Germany,Berlin,33,36878.48
8117,USA,Chicago,22,46471.9
8118,Germany,Berlin,22,61500.67
8119,USA,New York,69,42800.71
8120,Brazil,Sao Paulo,47,22350.23
8121,Germany,Munich,70,69246.65
8122,Germany,Berlin,67,36279.52
8123,Canada,Vancouver,67,59458.57
8124,India,Mumbai,22,32927.03
8125,Brazil,Sao Paulo,60,47249.36
8126,France,Lyon,30,55336.5
8127,Brazil,Rio de Janeiro,52,37158.26
8128,France,Marseille,66,56372.99
8129,France,Paris,42,44621.61
8130,USA,Los Angeles,67,43150.47
8131,France,Marseille,31,72628.68
8132,France,Marseille,61,55325.27
8133,Canada,Vancouver,63,57329.95
8134,Germany,Berlin,43,61047.61
8135,Brazil,Brasilia,35,58638.02
8136,Brazil,Sao Paulo,79,55350.86
8137,France,Paris,37,68607.07
8138,India,Bangalore,51,35940.31
8139,Brazil,Rio de Janeiro,24,52222.39
8140,France,Paris,64,45354.05
8141,USA,Los Angeles,77,52115.72
8142,USA,Chicago,27,39524.31
8143,USA,New York,32,25659.85
8144,France,Lyon,34,62001.72
8145,Canada,Vancouver,28,86190.82
8146,India,Mumbai,51,66143.5
8147,France,Lyon,44,63008.49
8148,Canada,Vancouver,38,53826.25
8149,Canada,Montreal,48,47676.65
8150,Brazil,Brasilia,67,48566.94
8151,France,Lyon,74,48378.46
8152,France,Lyon,21,40282.01
8153,Canada,Toronto,58,25177.69
8154,Canada,Montreal,76,52982.56
8155,Canada,Toronto,77,45820.29
8156,Brazil,Rio de Janeiro,66,67089.12
8157,France,Paris,34,61091.79
8158,Canada,Vancouver,66,19526.81
8159,USA,Chicago,79,75706.51
8160,France,Marseille,65,42259.69
8161,Brazil,Rio de Janeiro,37,44584.5
8162,USA,Chicago,42,24841.52
8163,Germany,Munich,57,53997.51
8164,France,Paris,40,56167.5
8165,Germany,Munich,32,75709.18
8166,Canada,Toronto,50,62764.68
8167,Brazil,Rio de Janeiro,36,42444.55
8168,Canada,Montreal,74,23407.49
8169,Brazil,Rio de Janeiro,32,41358.05
8170,India,Delhi,58,65659.09
8171,Canada,Vancouver,22,44038.06
8172,Germany,Frankfurt,33,33591.1
8173,Brazil,Rio de Janeiro,77,52537.89
8174,Canada,Montreal,62,44981.67
8175,France,Lyon,65,43152.94
8176,Brazil,Sao Paulo,49,38775.27
8177,Brazil,Rio de Janeiro,39,51635.01
8178,Canada,Toronto,60,65385.37
8179,India,Bangalore,49,57713.09
8180,Canada,Montreal,30,21090.34
8181,Germany,Munich,55,73266.46
8182,Germany,Frankfurt,43,61271.34
8183,Brazil,Rio de Janeiro,69,54558.11
8184,Brazil,Brasilia,34,56367.02
8185,Canada,Toronto,22,58769.04
8186,Germany,Frankfurt,78,55837.76
8187,Germany,Berlin,66,35580.43
8188,India,Delhi,50,57612.95
8189,France,Lyon,44,52444.8
8190,India,Delhi,22,56269.03
8191,USA,New York,54,40463.03
8192,India,Delhi,24,66375.37
8193,Canada,Vancouver,65,41587.33
8194,France,Paris,35,49276.52
8195,Canada,Montreal,48,42382.54
8196,USA,Los Angeles,23,35036.49
8197,France,Marseille,19,60734.95
8198,Brazil,Brasilia,30,42485.04
8199,Germany,Munich,59,52194.58
8200,India,Delhi,70,29152.78
8201,Canada,Toronto,69,22732.05
8202,USA,New York,28,75956.31
8203,Germany,Munich,43,73796.66
8204,India,Bangalore,38,40933.93
8205,Germany,Berlin,19,56833.45
8206,India,Mumbai,57,43311.72
8207,Brazil,Rio de Janeiro,73,60012.44
8208,France,Lyon,71,33773.48
8209,Germany,Munich,68,32338.17
8210,Germany,Munich,37,50324.61
8211,Germany,Berlin,34,55734.61
8212,France,Paris,33,39526.69
8213,USA,New York,74,30432.2
8214,India,Bangalore,59,68876.1
8215,Brazil,Sao Paulo,22,43034.89
8216,Germany,Berlin,31,43187.65
8217,France,Lyon,41,68489.44
8218,USA,New York,68,83623.63
8219,India,Mumbai,21,54913.63
8220,France,Paris,69,63194.05
8221,Brazil,Rio de Janeiro,65,32927.38
8222,Brazil,Sao Paulo,41,60962.81
8223,India,Mumbai,64,62816.32
8224,Germany,Frankfurt,77,35639.03
8225,Brazil,Brasilia,26,41979.72
8226,USA,Chicago,20,68348.14
8227,France,Marseille,72,45857.63
8228,USA,Los Angeles,26,71359.84
8229,Germany,Frankfurt,35,50290.49
8230,USA,New York,53,49562.19
8231,USA,Chicago,36,64644.44
8232,Canada,Vancouver,41,80789.82
8233,USA,Chicago,21,59896.31
8234,India,Bangalore,26,52622.02
8235,France,Lyon,50,68997.56
8236,Canada,Vancouver,18,70035.95
8237,France,Lyon,69,58019.49
8238,France,Lyon,68,55675.69
8239,Germany,Munich,52,60518.91
8240,Germany,Munich,27,28548.65
8241,Canada,Toronto,29,34295.44
8242,Brazil,Brasilia,35,53611.63
8243,Germany,Frankfurt,31,38445.71
8244,Germany,Munich,27,50545.36
8245,Germany,Munich,27,53052.84
8246,France,Paris,35,35270.59
8247,Canada,Toronto,41,58945.16
8248,France,Lyon,18,21453.63
8249,India,Mumbai,47,45174.76
8250,France,Paris,32,27008.22
8251,India,Delhi,25,45166.5
8252,USA,Los Angeles,75,64343.68
8253,USA,Los Angeles,52,38871.65
8254,India,Delhi,35,19646.15
8255,India,Bangalore,58,46487.44
8256,France,Marseille,33,37543.22
8257,India,Delhi,38,50024.34
8258,Canada,Toronto,32,46466.59
8259,USA,Los Angeles,79,52632.58
8260,USA,Chicago,22,67590.31
8261,Brazil,Sao Paulo,62,44344.15
8262,India,Bangalore,71,51297.89
8263,Germany,Munich,69,45153.79
8264,Germany,Frankfurt,24,65150.78
8265,India,Bangalore,65,52353.45
8266,Canada,Montreal,24,57792.87
8267,Germany,Berlin,44,61400.35
8268,Brazil,Brasilia,42,20834.53
8269,India,Mumbai,39,61803.74
8270,Canada,Vancouver,65,55707.34
8271,Canada,Vancouver,30,39882.97
8272,France,Marseille,34,69325.96
8273,Canada,Toronto,58,64806.03
8274,Germany,Munich,61,47151.34
8275,Germany,Berlin,30,18952.28
8276,India,Mumbai,43,49139.3
8277,India,Bangalore,26,35020.55
8278,Canada,Montreal,22,17071.05
8279,Brazil,Sao Paulo,56,58723.97
8280,USA,New York,50,72904.46
8281,France,Marseille,21,48590.03
8282,USA,New York,45,53888.4
8283,Canada,Montreal,43,70141.37
8284,Canada,Toronto,21,52667.96
8285,USA,Chicago,33,40863.23
8286,France,Paris,54,16568.2
8287,USA,Chicago,39,62225.27
8288,India,Mumbai,53,56268.61
8289,Germany,Munich,55,63912.66
8290,Brazil,Rio de Janeiro,75,13283.95
8291,India,Mumbai,72,81149.94
8292,Germany,Munich,52,38140.53
8293,Brazil,Sao Paulo,42,66388.58
8294,Brazil,Sao Paulo,25,21503.48
8295,Brazil,Rio de Janeiro,34,38378.34
8296,Canada,Toronto,78,41838.19
8297,Brazil,Brasilia,35,34672.38
8298,France,Paris,67,37659.6
8299,USA,New York,75,74302.33
8300,France,Lyon,74,44907.29
8301,USA,Chicago,29,81935.4
8302,India,Mumbai,74,65833.22
8303,India,Mumbai,74,19930.24
8304,USA,New York,50,44866.5
8305,France,Paris,40,44207.05
8306,USA,New York,29,35800.24
8307,Brazil,Sao Paulo,28,68296.92
8308,Canada,Montreal,30,62929.51
8309,India,Bangalore,52,82356.23
8310,Canada,Toronto,44,43122.84
8311,Brazil,Sao Paulo,42,56574.56
8312,Brazil,Rio de Janeiro,57,44714.68
8313,India,Bangalore,20,44025.76
8314,India,Bangalore,66,62167.68
8315,Brazil,Sao Paulo,42,83018.46
8316,Germany,Frankfurt,62,64769.87
8317,Canada,Montreal,27,63164.49
8318,Canada,Vancouver,34,49117.23
8319,Germany,Munich,20,62714.92
8320,France,Marseille,62,67668.39
8321,Canada,Montreal,39,37118.85
8322,USA,Chicago,55,50623.44
8323,Brazil,Sao Paulo,31,45137.68
8324,Brazil,Rio de Janeiro,44,40512.54
8325,Germany,Berlin,59,64747.95
8326,Canada,Vancouver,37,46468.24
8327,France,Lyon,65,57111.77
8328,Canada,Vancouver,35,57237.13
8329,Brazil,Brasilia,30,45954.82
8330,India,Delhi,59,28169.07
8331,USA,New York,23,44740.11
8332,Germany,Munich,27,57924.12
8333,India,Mumbai,54,54536.71
8334,France,Lyon,46,20735.88
8335,India,Delhi,23,62170.35
8336,India,Bangalore,56,41697.39
8337,France,Paris,28,58590.2
8338,India,Delhi,65,62223.66
8339,Germany,Munich,42,57054.29
8340,Brazil,Sao Paulo,61,78232.68
8341,Canada,Vancouver,61,64990.63
8342,India,Bangalore,47,43197.92
8343,Germany,Berlin,72,44727.7
8344,Canada,Montreal,37,48870.85
8345,Canada,Toronto,75,44727.68
8346,India,Mumbai,54,55542.88
8347,Germany,Berlin,33,32992.28
8348,Brazil,Rio de Janeiro,48,70733.35
8349,India,Mumbai,46,50622.08
8350,France,Paris,23,70297.37
8351,Canada,Toronto,46,32246.26
8352,India,Bangalore,49,32299.81
8353,Canada,Toronto,26,66190.29
8354,Germany,Munich,54,40290.02
8355,USA,New York,70,35047.47
8356,India,Mumbai,40,67461.06
8357,Brazil,Brasilia,33,37818.31
8358,India,Delhi,35,49718.57
8359,Canada,Vancouver,36,41877.74
8360,Germany,Munich,61,61365.51
8361,France,Paris,19,53399.38
8362,Brazil,Sao Paulo,75,63669.12
8363,Germany,Munich,27,32016.42
8364,India,Delhi,29,53616.12
8365,France,Marseille,63,51373.19
8366,Germany,Munich,35,38765.7
8367,USA,New York,36,34464.36
8368,Brazil,Sao Paulo,55,48692.38
8369,Canada,Toronto,54,45635.36
8370,Germany,Frankfurt,44,67698.43
8371,Germany,Munich,65,62386.73
8372,USA,New York,31,39707.14
8373,India,Bangalore,62,46145.73
8374,Brazil,Brasilia,70,58204.92
8375,Brazil,Sao Paulo,51,59854.37
8376,Canada,Montreal,19,67829.26
8377,Germany,Frankfurt,61,49042.45
8378,France,Paris,50,52387.96
8379,Germany,Frankfurt,36,23298.3
8380,Canada,Toronto,77,33347.03
8381,Germany,Berlin,77,63666.92
8382,USA,Chicago,44,33622.18
8383,Germany,Berlin,65,24865.92
8384,Germany,Berlin,47,61531.1
8385,France,Lyon,24,44079.5
8386,USA,New York,44,38076.69
8387,USA,Los Angeles,38,27815.14
8388,Germany,Munich,24,27922.56
8389,Brazil,Rio de Janeiro,65,43301.16
8390,France,Lyon,42,47881.14
8391,Germany,Frankfurt,55,68657.06
8392,Germany,Frankfurt,35,48004.1
8393,Canada,Toronto,50,45188.03
8394,Canada,Toronto,50,45659.37
8395,Brazil,Sao Paulo,49,16210.74
8396,France,Marseille,75,42649.5
8397,India,Delhi,42,59519.25
8398,Canada,Montreal,31,51304.81
8399,India,Bangalore,55,61636.58
8400,USA,New York,55,66229.31
8401,Canada,Toronto,21,25322.39
8402,Canada,Toronto,61,40244.2
8403,France,Lyon,79,65060.97
8404,Brazil,Rio de Janeiro,35,51573.3
8405,India,Bangalore,27,47757.67
8406,Canada,Vancouver,52,65504.79
8407,Canada,Toronto,52,38124.45
8408,France,Lyon,57,39027.08
8409,France,Lyon,71,38042.52
8410,Brazil,Rio de Janeiro,40,30057.25
8411,India,Delhi,42,46675.03
8412,USA,New York,18,52705.79
8413,Brazil,Sao Paulo,35,34339.39
8414,USA,Chicago,32,48392.47
8415,Germany,Frankfurt,42,41031.39
8416,Canada,Montreal,49,48848.35
8417,India,Delhi,70,71666.66
8418,Brazil,Rio de Janeiro,37,51291.23
8419,Canada,Toronto,34,51589.85
8420,India,Bangalore,74,80568.82
8421,India,Mumbai,28,42389.41
8422,India,Bangalore,30,59191.54
8423,Canada,Montreal,42,42031.82
8424,Brazil,Brasilia,37,61786.29
8425,France,Lyon,42,36428.23
8426,Canada,Montreal,59,44977.25
8427,India,Bangalore,62,41582.85
8428,Brazil,Rio de Janeiro,66,34346.5
8429,Germany,Frankfurt,48,18105.04
8430,USA,Los Angeles,70,56111.71
8431,India,Delhi,18,40447.35
8432,Germany,Berlin,69,45925.57
8433,France,Lyon,33,48057.39
8434,India,Delhi,65,28011.98
8435,Germany,Munich,45,44104.78
8436,India,Bangalore,38,23199.87
8437,Canada,Toronto,47,43106.04
8438,Brazil,Brasilia,76,72472.97
8439,Germany,Munich,20,41931.31
8440,Brazil,Rio de Janeiro,51,32786.79
8441,Canada,Toronto,23,42647.56
8442,Canada,Toronto,60,73525.88
8443,Brazil,Rio de Janeiro,46,43262.26
8444,Germany,Munich,20,26751.79
8445,Brazil,Brasilia,75,22615.24
8446,Brazil,Rio de Janeiro,50,43922.06
8447,USA,Chicago,28,62198.0
8448,Germany,Berlin,62,56615.34
8449,USA,Chicago,22,66467.23
8450,India,Delhi,67,59418.04
8451,Brazil,Brasilia,49,50168.34
8452,India,Bangalore,64,10390.66
8453,Germany,Berlin,35,70772.73
8454,Brazil,Brasilia,64,28148.26
8455,India,Delhi,37,84659.09
8456,France,Marseille,69,38497.55
8457,Canada,Montreal,69,39118.78
8458,Brazil,Brasilia,56,42007.7
8459,Canada,Vancouver,66,50205.61
8460,USA,Chicago,78,29438.22
8461,India,Delhi,57,36727.66
8462,USA,Chicago,45,64017.42
8463,Brazil,Sao Paulo,30,70115.55
8464,Canada,Toronto,43,33421.65
8465,Canada,Toronto,33,55003.1
8466,India,Delhi,42,42148.69
8467,Brazil,Rio de Janeiro,27,57531.67
8468,France,Lyon,46,36538.34
8469,France,Marseille,63,60966.86
8470,India,Delhi,55,48000.94
8471,Brazil,Rio de Janeiro,37,42615.57
8472,India,Delhi,71,49440.55
8473,Brazil,Rio de Janeiro,43,71666.07
8474,USA,New York,49,48582.65
8475,India,Bangalore,56,54274.73
8476,Brazil,Sao Paulo,55,51348.33
8477,France,Marseille,76,51413.16
8478,Brazil,Brasilia,66,68270.03
8479,Brazil,Sao Paulo,70,62485.02
8480,India,Delhi,41,29598.45
8481,USA,New York,48,58229.79
8482,USA,Chicago,57,74182.93
8483,USA,Chicago,29,46508.47
8484,USA,Los Angeles,75,62820.51
8485,Germany,Berlin,74,8522.92
8486,India,Bangalore,53,35507.97
8487,Canada,Toronto,27,85923.84
8488,India,Delhi,23,61448.9
8489,Germany,Munich,24,53273.64
8490,USA,Chicago,70,77609.43
8491,Germany,Munich,48,33338.96
8492,France,Marseille,44,69038.14
